city_state	Row Labels	City	County	Latitude	Longitude
"CATHERINE, AL"	AL	CATHERINE	WILCOX	32.154942	-87.471136
"CECIL, AL"	AL	CECIL	MONTGOMERY	32.31605	-85.984662
"CEDAR BLUFF, AL"	AL	CEDAR BLUFF	CHEROKEE	34.254859	-85.610168
"CENTRE, AL"	AL	CENTRE	CHEROKEE	34.121219	-85.59266
"CENTREVILLE, AL"	AL	CENTREVILLE	BIBB	32.918437	-87.122843
"CHANCELLOR, AL"	AL	CHANCELLOR	GENEVA	31.183797	-85.873454
"CHAPMAN, AL"	AL	CHAPMAN	BUTLER	31.6711	-86.7122
"CHATOM, AL"	AL	CHATOM	WASHINGTON	31.5119	-88.264942
"CHELSEA, AL"	AL	CHELSEA	SHELBY	33.314781	-86.668362
"CHEROKEE, AL"	AL	CHEROKEE	COLBERT	34.741038	-87.992533
"CHILDERSBURG, AL"	AL	CHILDERSBURG	TALLADEGA	33.26363	-86.384506
"CHOCCOLOCCO, AL"	AL	CHOCCOLOCCO	CALHOUN	33.6566	-85.7016
"CHUNCHULA, AL"	AL	CHUNCHULA	MOBILE	30.960928	-88.18828
"CITRONELLE, AL"	AL	CITRONELLE	MOBILE	31.034107	-88.265638
"CLANTON, AL"	AL	CLANTON	CHILTON	32.864785	-86.6127415
"CLAY, AL"	AL	CLAY	JEFFERSON	33.7027	-86.5998
"CLAYTON, AL"	AL	CLAYTON	BARBOUR	31.858753	-85.411036
"CLEVELAND, AL"	AL	CLEVELAND	BLOUNT	33.971302	-86.60019
"CLINTON, AL"	AL	CLINTON	GREENE	32.9138	-87.9928
"CLIO, AL"	AL	CLIO	BARBOUR	31.693228	-85.562028
"CLOPTON, AL"	AL	CLOPTON	HENRY	31.626422	-85.411459
"CLOVERDALE, AL"	AL	CLOVERDALE	LAUDERDALE	34.9386	-87.7716
"COALING, AL"	AL	COALING	TUSCALOOSA	33.1588	-87.3406
"CODEN, AL"	AL	CODEN	MOBILE	30.381477	-88.187407
"COFFEE SPRINGS, AL"	AL	COFFEE SPRINGS	GENEVA	31.174105	-85.951746
"COFFEEVILLE, AL"	AL	COFFEEVILLE	CLARKE	31.791973	-88.030584
"COKER, AL"	AL	COKER	TUSCALOOSA	33.287686	-87.683046
"COLLINSVILLE, AL"	AL	COLLINSVILLE	DE KALB	34.292002	-85.8838
"COLUMBIA, AL"	AL	COLUMBIA	HOUSTON	31.336355	-85.16261
"COLUMBIANA, AL"	AL	COLUMBIANA	SHELBY	33.226176	-86.610458
"COOK SPRINGS, AL"	AL	COOK SPRINGS	SAINT CLAIR	33.587903	-86.406427
"COOSADA, AL"	AL	COOSADA	ELMORE	32.498019	-86.316538
"CORDOVA, AL"	AL	CORDOVA	WALKER	33.737392	-87.15343
"COTTONDALE, AL"	AL	COTTONDALE	TUSCALOOSA	33.171115	-87.38133
"COTTONTON, AL"	AL	COTTONTON	RUSSELL	32.1469	-85.0737
"COTTONWOOD, AL"	AL	COTTONWOOD	HOUSTON	31.052749	-85.32373
"COURTLAND, AL"	AL	COURTLAND	LAWRENCE	34.671852	-87.288651
"COWARTS, AL"	AL	COWARTS	HOUSTON	31.213476	-85.299528
"COY, AL"	AL	COY	WILCOX	31.882136	-87.356149
"CRAGFORD, AL"	AL	CRAGFORD	CLAY	33.173602	-85.728615
"CRANE HILL, AL"	AL	CRANE HILL	CULLMAN	34.043736	-87.054085
"CREOLA, AL"	AL	CREOLA	MOBILE	30.935892	-87.996768
"CROPWELL, AL"	AL	CROPWELL	SAINT CLAIR	33.505938	-86.323944
"CROSSVILLE, AL"	AL	CROSSVILLE	DE KALB	34.29675	-86.040706
"CUBA, AL"	AL	CUBA	SUMTER	32.43391	-88.320152
"CULLMAN, AL"	AL	CULLMAN	CULLMAN	34.17503375	-86.83319525
"CUSSETA, AL"	AL	CUSSETA	LEE	32.759879	-85.26481
"DADEVILLE, AL"	AL	DADEVILLE	TALLAPOOSA	32.830089	-85.752156
"DALEVILLE, AL"	AL	DALEVILLE	DALE	31.232988	-85.738221
"DANVILLE, AL"	AL	DANVILLE	MORGAN	34.406313	-87.172609
"DAPHNE, AL"	AL	DAPHNE	BALDWIN	30.604252	-87.858161
"DAUPHIN ISLAND, AL"	AL	DAUPHIN ISLAND	MOBILE	30.256738	-88.19395
"DAVISTON, AL"	AL	DAVISTON	TALLAPOOSA	33.03109	-85.705658
"DAWSON, AL"	AL	DAWSON	DE KALB	34.357885	-85.927973
"DE ARMANVILLE, AL"	AL	DE ARMANVILLE	CALHOUN	33.6246	-85.7513
"DEATSVILLE, AL"	AL	DEATSVILLE	ELMORE	32.610801	-86.420152
"DECATUR, AL"	AL	DECATUR	MORGAN	34.5953526	-86.9866966
"DEER PARK, AL"	AL	DEER PARK	WASHINGTON	31.20026	-88.291625
"DELMAR, AL"	AL	DELMAR	WINSTON	34.17	-87.6059
"DELTA, AL"	AL	DELTA	CLAY	33.467242	-85.709512
"DEMOPOLIS, AL"	AL	DEMOPOLIS	MARENGO	32.415375	-87.918823
"DETROIT, AL"	AL	DETROIT	LAMAR	34.039026	-88.134774
"DICKINSON, AL"	AL	DICKINSON	CLARKE	31.727596	-87.657608
"DIXONS MILLS, AL"	AL	DIXONS MILLS	MARENGO	32.068185	-87.779951
"DOCENA, AL"	AL	DOCENA	JEFFERSON	33.562297	-86.93591
"DOLOMITE, AL"	AL	DOLOMITE	JEFFERSON	33.467352	-86.96125
"DORA, AL"	AL	DORA	JEFFERSON	33.719829	-87.042008
"DOTHAN, AL"	AL	DOTHAN	HOUSTON	31.21174	-85.4193628
"DOUBLE SPRINGS, AL"	AL	DOUBLE SPRINGS	WINSTON	34.149277	-87.380156
"DOUGLAS, AL"	AL	DOUGLAS	MARSHALL	34.1738	-86.3239
"DOZIER, AL"	AL	DOZIER	CRENSHAW	31.518858	-86.362677
"DUNCANVILLE, AL"	AL	DUNCANVILLE	TUSCALOOSA	33.076997	-87.422476
"DUTTON, AL"	AL	DUTTON	JACKSON	34.606424	-85.915036
"EAST TALLASSEE, AL"	AL	EAST TALLASSEE	TALLAPOOSA	32.5313	-85.8746
"EASTABOGA, AL"	AL	EASTABOGA	CALHOUN	33.586465	-86.001101
"ECHOLA, AL"	AL	ECHOLA	TUSCALOOSA	33.290422	-87.770596
"ECLECTIC, AL"	AL	ECLECTIC	ELMORE	32.63024	-86.024291
"EDWARDSVILLE, AL"	AL	EDWARDSVILLE	CLEBURNE	33.7075	-85.5095
"EIGHT MILE, AL"	AL	EIGHT MILE	MOBILE	30.80885	-88.178103
"ELBA, AL"	AL	ELBA	COFFEE	31.419842	-86.089185
"ELBERTA, AL"	AL	ELBERTA	BALDWIN	30.407426	-87.54188
"ELDRIDGE, AL"	AL	ELDRIDGE	WALKER	33.909863	-87.671748
"ELKMONT, AL"	AL	ELKMONT	LIMESTONE	34.923717	-86.979201
"ELMORE, AL"	AL	ELMORE	ELMORE	32.545881	-86.330016
"ELROD, AL"	AL	ELROD	TUSCALOOSA	33.376844	-87.793073
"EMELLE, AL"	AL	EMELLE	SUMTER	32.816579	-88.286046
"EMPIRE, AL"	AL	EMPIRE	WALKER	33.819774	-87.012167
"ENTERPRISE, AL"	AL	ENTERPRISE	COFFEE	31.3418625	-85.8623675
"EPES, AL"	AL	EPES	SUMTER	32.73416	-88.220502
"EQUALITY, AL"	AL	EQUALITY	COOSA	32.789475	-86.105122
"ESTILLFORK, AL"	AL	ESTILLFORK	JACKSON	34.925695	-86.190046
"ETHELSVILLE, AL"	AL	ETHELSVILLE	PICKENS	33.404399	-88.198328
"EUFAULA, AL"	AL	EUFAULA	BARBOUR	31.916587	-85.176669
"EUTAW, AL"	AL	EUTAW	GREENE	32.946504	-88.008885
"EVA, AL"	AL	EVA	MORGAN	34.353179	-86.73374
"EVERGREEN, AL"	AL	EVERGREEN	CONECUH	31.494984	-86.913842
"EXCEL, AL"	AL	EXCEL	MONROE	31.4285	-87.3396
"FACKLER, AL"	AL	FACKLER	JACKSON	34.816596	-85.999549
"FAIRFIELD, AL"	AL	FAIRFIELD	JEFFERSON	33.475621	-86.928148
"FAIRHOPE, AL"	AL	FAIRHOPE	BALDWIN	30.5026705	-87.885137
"FALKVILLE, AL"	AL	FALKVILLE	MORGAN	34.350259	-86.916338
"FAUNSDALE, AL"	AL	FAUNSDALE	MARENGO	32.393012	-87.619438
"FAYETTE, AL"	AL	FAYETTE	FAYETTE	33.643583	-87.82754
"FITZPATRICK, AL"	AL	FITZPATRICK	BULLOCK	32.176785	-85.914908
"FIVE POINTS, AL"	AL	FIVE POINTS	CHAMBERS	33.02403	-85.330284
"FLAT ROCK, AL"	AL	FLAT ROCK	JACKSON	34.814528	-85.700649
"FLOMATON, AL"	AL	FLOMATON	ESCAMBIA	31.059606	-87.259381
"FLORALA, AL"	AL	FLORALA	COVINGTON	31.066384	-86.365224
"FLORENCE, AL"	AL	FLORENCE	LAUDERDALE	34.8406446	-87.682811
"FOLEY, AL"	AL	FOLEY	BALDWIN	30.3951105	-87.699739
"FOREST HOME, AL"	AL	FOREST HOME	BUTLER	31.858024	-86.792817
"FORKLAND, AL"	AL	FORKLAND	GREENE	32.643682	-87.908989
"FORT DAVIS, AL"	AL	FORT DAVIS	MACON	32.229535	-85.733666
"FORT DEPOSIT, AL"	AL	FORT DEPOSIT	LOWNDES	31.979611	-86.585376
"FORT MITCHELL, AL"	AL	FORT MITCHELL	RUSSELL	32.292881	-84.974062
"FORT PAYNE, AL"	AL	FORT PAYNE	DE KALB	34.453346	-85.752033
"FORT RUCKER, AL"	AL	FORT RUCKER	DALE	31.400884	-85.70131
"FOSTERS, AL"	AL	FOSTERS	TUSCALOOSA	33.083792	-87.669329
"FRANKLIN, AL"	AL	FRANKLIN	MONROE	31.661608	-87.465572
"FRANKVILLE, AL"	AL	FRANKVILLE	WASHINGTON	31.642921	-88.141471
"FRISCO CITY, AL"	AL	FRISCO CITY	MONROE	31.440041	-87.467818
"FRUITDALE, AL"	AL	FRUITDALE	WASHINGTON	31.343302	-88.304693
"FRUITHURST, AL"	AL	FRUITHURST	CLEBURNE	33.780186	-85.489042
"FULTON, AL"	AL	FULTON	CLARKE	31.769378	-87.606572
"FULTONDALE, AL"	AL	FULTONDALE	JEFFERSON	33.612225	-86.822093
"FURMAN, AL"	AL	FURMAN	WILCOX	32.0064	-86.9666
"FYFFE, AL"	AL	FYFFE	DE KALB	34.469611	-85.954492
"GADSDEN, AL"	AL	GADSDEN	ETOWAH	33.99782967	-85.94376417
"GAINESTOWN, AL"	AL	GAINESTOWN	CLARKE	31.465684	-87.671899
"GAINESVILLE, AL"	AL	GAINESVILLE	SUMTER	32.798222	-88.175454
"GALLANT, AL"	AL	GALLANT	ETOWAH	33.993805	-86.234921
"GALLION, AL"	AL	GALLION	MARENGO	32.477765	-87.718781
"GANTT, AL"	AL	GANTT	COVINGTON	31.43578	-86.408166
"GARDEN CITY, AL"	AL	GARDEN CITY	CULLMAN	34.009409	-86.747729
"GARDENDALE, AL"	AL	GARDENDALE	JEFFERSON	33.706944	-86.863814
"GAYLESVILLE, AL"	AL	GAYLESVILLE	CHEROKEE	34.367864	-85.567582
"GENEVA, AL"	AL	GENEVA	GENEVA	31.076365	-85.907536
"GEORGIANA, AL"	AL	GEORGIANA	BUTLER	31.653652	-86.736544
"GERALDINE, AL"	AL	GERALDINE	DE KALB	34.364127	-86.021756
"GILBERTOWN, AL"	AL	GILBERTOWN	CHOCTAW	31.90975	-88.316134
"GLEN ALLEN, AL"	AL	GLEN ALLEN	FAYETTE	33.900534	-87.730449
"GLENWOOD, AL"	AL	GLENWOOD	CRENSHAW	31.607801	-86.105532
"GOODSPRINGS, AL"	AL	GOODSPRINGS	WALKER	33.6689	-87.2317
"GOODWATER, AL"	AL	GOODWATER	COOSA	33.088424	-86.067168
"GOODWAY, AL"	AL	GOODWAY	MONROE	31.3364	-87.4248
"GORDO, AL"	AL	GORDO	PICKENS	33.294188	-87.917596
"GORDON, AL"	AL	GORDON	HOUSTON	31.095784	-85.119624
"GOSHEN, AL"	AL	GOSHEN	PIKE	31.815209	-86.127836
"GRADY, AL"	AL	GRADY	MONTGOMERY	31.959839	-86.139567
"GRAHAM, AL"	AL	GRAHAM	RANDOLPH	33.462309	-85.36611
"GRAND BAY, AL"	AL	GRAND BAY	MOBILE	30.486229	-88.3308
"GRANT, AL"	AL	GRANT	MARSHALL	34.507324	-86.323954
"GRAYSVILLE, AL"	AL	GRAYSVILLE	JEFFERSON	33.667544	-86.974336
"GREEN POND, AL"	AL	GREEN POND	BIBB	33.226067	-87.125538
"GREENSBORO, AL"	AL	GREENSBORO	HALE	32.70787	-87.616988
"GREENVILLE, AL"	AL	GREENVILLE	BUTLER	31.744197	-86.646382
"GROVE HILL, AL"	AL	GROVE HILL	CLARKE	31.667844	-87.76005
"GROVEOAK, AL"	AL	GROVEOAK	DE KALB	34.434732	-86.072566
"GUIN, AL"	AL	GUIN	MARION	33.979409	-87.896644
"GULF SHORES, AL"	AL	GULF SHORES	BALDWIN	30.264321	-87.750347
"GUNTERSVILLE, AL"	AL	GUNTERSVILLE	MARSHALL	34.335984	-86.310172
"GURLEY, AL"	AL	GURLEY	MADISON	34.727256	-86.383704
"HACKLEBURG, AL"	AL	HACKLEBURG	MARION	34.257938	-87.851493
"HALEYVILLE, AL"	AL	HALEYVILLE	WINSTON	34.218232	-87.613208
"HAMILTON, AL"	AL	HAMILTON	MARION	34.17824	-87.976578
"HANCEVILLE, AL"	AL	HANCEVILLE	CULLMAN	34.015502	-86.826142
"HARDAWAY, AL"	AL	HARDAWAY	MACON	32.309274	-85.797615
"HARPERSVILLE, AL"	AL	HARPERSVILLE	SHELBY	33.324922	-86.454339
"HARTFORD, AL"	AL	HARTFORD	GENEVA	31.095364	-85.71676
"HARTSELLE, AL"	AL	HARTSELLE	MORGAN	34.432986	-86.931126
"HARVEST, AL"	AL	HARVEST	MADISON	34.821601	-86.731102
"HATCHECHUBBEE, AL"	AL	HATCHECHUBBEE	RUSSELL	32.298202	-85.305281
"HAYDEN, AL"	AL	HAYDEN	BLOUNT	33.932462	-86.766044
"HAYNEVILLE, AL"	AL	HAYNEVILLE	LOWNDES	32.197305	-86.653884
"HAZEL GREEN, AL"	AL	HAZEL GREEN	MADISON	34.933182	-86.571721
"HEADLAND, AL"	AL	HEADLAND	HENRY	31.349864	-85.321351
"HEFLIN, AL"	AL	HEFLIN	CLEBURNE	33.62075	-85.553122
"HELENA, AL"	AL	HELENA	SHELBY	33.249186	-86.920428
"HENAGAR, AL"	AL	HENAGAR	DE KALB	34.640756	-85.720746
"HIGDON, AL"	AL	HIGDON	JACKSON	34.816876	-85.611373
"HIGHLAND HOME, AL"	AL	HIGHLAND HOME	CRENSHAW	31.937585	-86.309998
"HILLSBORO, AL"	AL	HILLSBORO	LAWRENCE	34.647808	-87.20862
"HODGES, AL"	AL	HODGES	FRANKLIN	34.3514	-87.951022
"HOLLINS, AL"	AL	HOLLINS	CLAY	33.11691	-86.16983
"HOLLY POND, AL"	AL	HOLLY POND	CULLMAN	34.182886	-86.600875
"HOLLYTREE, AL"	AL	HOLLYTREE	JACKSON	34.808878	-86.255212
"HOLLYWOOD, AL"	AL	HOLLYWOOD	JACKSON	34.747635	-85.93745
"HOLY TRINITY, AL"	AL	HOLY TRINITY	RUSSELL	32.1469	-85.0737
"HONORAVILLE, AL"	AL	HONORAVILLE	CRENSHAW	31.864634	-86.424208
"HOPE HULL, AL"	AL	HOPE HULL	MONTGOMERY	32.186454	-86.43636
"HORTON, AL"	AL	HORTON	MARSHALL	34.167492	-86.375508
"HOUSTON, AL"	AL	HOUSTON	WINSTON	34.183847	-87.301762
"HUNTSVILLE, AL"	AL	HUNTSVILLE	MADISON	34.71148208	-86.60689221
"HURTSBORO, AL"	AL	HURTSBORO	RUSSELL	32.278489	-85.407695
"HUXFORD, AL"	AL	HUXFORD	ESCAMBIA	31.2214	-87.4603
"IDER, AL"	AL	IDER	DE KALB	34.712308	-85.64089
"IRVINGTON, AL"	AL	IRVINGTON	MOBILE	30.477624	-88.228237
"JACHIN, AL"	AL	JACHIN	CHOCTAW	32.230916	-88.221534
"JACK, AL"	AL	JACK	COFFEE	31.535729	-85.955565
"JACKSON, AL"	AL	JACKSON	CLARKE	31.46492	-87.890716
"JACKSONS GAP, AL"	AL	JACKSONS GAP	TALLAPOOSA	32.877696	-85.82704
"JACKSONVILLE, AL"	AL	JACKSONVILLE	CALHOUN	33.855077	-85.77596
"JASPER, AL"	AL	JASPER	WALKER	33.8702445	-87.26080825
"JEFFERSON, AL"	AL	JEFFERSON	MARENGO	32.3867	-87.8984
"JEMISON, AL"	AL	JEMISON	CHILTON	32.979137	-86.733873
"JONES, AL"	AL	JONES	AUTAUGA	32.548952	-86.854721
"JOPPA, AL"	AL	JOPPA	CULLMAN	34.306726	-86.581374
"KANSAS, AL"	AL	KANSAS	WALKER	33.9019	-87.5517
"KELLERMAN, AL"	AL	KELLERMAN	TUSCALOOSA	33.3408	-87.3044
"KELLYTON, AL"	AL	KELLYTON	COOSA	32.94416	-86.048244
"KENNEDY, AL"	AL	KENNEDY	LAMAR	33.610037	-87.977522
"KENT, AL"	AL	KENT	ELMORE	32.6186	-85.9489
"KILLEN, AL"	AL	KILLEN	LAUDERDALE	34.901468	-87.50142
"KIMBERLY, AL"	AL	KIMBERLY	JEFFERSON	33.782718	-86.785842
"KINSTON, AL"	AL	KINSTON	COFFEE	31.201043	-86.150796
"KNOXVILLE, AL"	AL	KNOXVILLE	GREENE	32.97188	-87.791861
"LACEYS SPRING, AL"	AL	LACEYS SPRING	MORGAN	34.525124	-86.61267
"LAFAYETTE, AL"	AL	LAFAYETTE	CHAMBERS	32.916954	-85.439526
"LANETT, AL"	AL	LANETT	CHAMBERS	32.896902	-85.255222
"LANGSTON, AL"	AL	LANGSTON	JACKSON	34.507044	-86.119729
"LAPINE, AL"	AL	LAPINE	MONTGOMERY	31.992347	-86.335366
"LAWLEY, AL"	AL	LAWLEY	BIBB	32.840095	-86.998126
"LEEDS, AL"	AL	LEEDS	JEFFERSON	33.513635	-86.577822
"LEESBURG, AL"	AL	LEESBURG	CHEROKEE	34.170708	-85.758333
"LEIGHTON, AL"	AL	LEIGHTON	COLBERT	34.668356	-87.530076
"LENOX, AL"	AL	LENOX	CONECUH	31.321205	-87.195352
"LEROY, AL"	AL	LEROY	WASHINGTON	31.475368	-87.962711
"LESTER, AL"	AL	LESTER	LIMESTONE	34.950854	-87.128812
"LETOHATCHEE, AL"	AL	LETOHATCHEE	LOWNDES	32.080073	-86.515085
"LEXINGTON, AL"	AL	LEXINGTON	LAUDERDALE	34.945599	-87.372926
"LILLIAN, AL"	AL	LILLIAN	BALDWIN	30.416925	-87.4495
"LINCOLN, AL"	AL	LINCOLN	TALLADEGA	33.620913	-86.116838
"LINDEN, AL"	AL	LINDEN	MARENGO	32.288776	-87.83664
"LINEVILLE, AL"	AL	LINEVILLE	CLAY	33.334066	-85.75278
"LISMAN, AL"	AL	LISMAN	CHOCTAW	32.218745	-88.346438
"LITTLE RIVER, AL"	AL	LITTLE RIVER	BALDWIN	31.206554	-87.795105
"LIVINGSTON, AL"	AL	LIVINGSTON	SUMTER	32.556069	-88.113219
"LOACHAPOKA, AL"	AL	LOACHAPOKA	LEE	32.6046	-85.5995
"LOCKHART, AL"	AL	LOCKHART	COVINGTON	31.013055	-86.349964
"LOCUST FORK, AL"	AL	LOCUST FORK	BLOUNT	33.897739	-86.624186
"LOGAN, AL"	AL	LOGAN	CULLMAN	34.124058	-87.040322
"LOUISVILLE, AL"	AL	LOUISVILLE	BARBOUR	31.81018	-85.573246
"LOWER PEACH TREE, AL"	AL	LOWER PEACH TREE	WILCOX	31.886003	-87.56916
"LOWNDESBORO, AL"	AL	LOWNDESBORO	LOWNDES	32.296901	-86.64294
"LOXLEY, AL"	AL	LOXLEY	BALDWIN	30.640279	-87.737705
"LUVERNE, AL"	AL	LUVERNE	CRENSHAW	31.740942	-86.28964
"LYNN, AL"	AL	LYNN	WINSTON	34.048596	-87.543358
"MADISON, AL"	AL	MADISON	MADISON	34.750021	-86.7485805
"MAGNOLIA, AL"	AL	MAGNOLIA	MARENGO	32.130815	-87.708717
"MAGNOLIA SPRINGS, AL"	AL	MAGNOLIA SPRINGS	BALDWIN	30.398775	-87.776247
"MALCOLM, AL"	AL	MALCOLM	WASHINGTON	31.210047	-87.973292
"MALVERN, AL"	AL	MALVERN	GENEVA	31.141258	-85.507684
"MAPLESVILLE, AL"	AL	MAPLESVILLE	CHILTON	32.791824	-86.856422
"MARBURY, AL"	AL	MARBURY	AUTAUGA	32.665584	-86.483434
"MARGARET, AL"	AL	MARGARET	SAINT CLAIR	33.678102	-86.477924
"MARION, AL"	AL	MARION	PERRY	32.679007	-87.271504
"MARION JUNCTION, AL"	AL	MARION JUNCTION	DALLAS	32.402254	-87.26474
"MATHEWS, AL"	AL	MATHEWS	MONTGOMERY	32.16948	-86.033806
"MAYLENE, AL"	AL	MAYLENE	SHELBY	33.226802	-86.905589
"MC CALLA, AL"	AL	MC CALLA	JEFFERSON	33.292563	-87.095025
"MC INTOSH, AL"	AL	MC INTOSH	WASHINGTON	31.241924	-88.073924
"MC KENZIE, AL"	AL	MC KENZIE	BUTLER	31.559356	-86.754754
"MC SHAN, AL"	AL	MC SHAN	PICKENS	33.406543	-88.149467
"MC WILLIAMS, AL"	AL	MC WILLIAMS	WILCOX	31.8356	-87.1016
"MEGARGEL, AL"	AL	MEGARGEL	MONROE	31.3796	-87.4286
"MELVIN, AL"	AL	MELVIN	CHOCTAW	31.9305	-88.4586
"MENTONE, AL"	AL	MENTONE	DE KALB	34.55965	-85.578364
"MERIDIANVILLE, AL"	AL	MERIDIANVILLE	MADISON	34.865972	-86.558214
"MEXIA, AL"	AL	MEXIA	MONROE	31.5061	-87.3878
"MIDLAND CITY, AL"	AL	MIDLAND CITY	DALE	31.411345	-85.495512
"MIDWAY, AL"	AL	MIDWAY	BULLOCK	32.0682	-85.425766
"MILLBROOK, AL"	AL	MILLBROOK	ELMORE	32.467355	-86.359491
"MILLERVILLE, AL"	AL	MILLERVILLE	CLAY	33.143778	-85.94018
"MILLPORT, AL"	AL	MILLPORT	LAMAR	33.57534	-88.135618
"MILLRY, AL"	AL	MILLRY	WASHINGTON	31.605932	-88.277556
"MINTER, AL"	AL	MINTER	DALLAS	32.094484	-86.982836
"MOBILE, AL"	AL	MOBILE	MOBILE	30.68696389	-88.08868811
"MONROEVILLE, AL"	AL	MONROEVILLE	MONROE	31.51811867	-87.326068
"MONTEVALLO, AL"	AL	MONTEVALLO	SHELBY	33.10944	-86.893998
"MONTGOMERY, AL"	AL	MONTGOMERY	MONTGOMERY	32.36533566	-86.29042374
"MONTROSE, AL"	AL	MONTROSE	BALDWIN	30.566672	-87.903787
"MOODY, AL"	AL	MOODY	SAINT CLAIR	33.603374	-86.494434
"MOORESVILLE, AL"	AL	MOORESVILLE	LIMESTONE	34.622187	-86.872685
"MORRIS, AL"	AL	MORRIS	JEFFERSON	33.726373	-86.768351
"MORVIN, AL"	AL	MORVIN	CLARKE	31.9709	-87.9753
"MOULTON, AL"	AL	MOULTON	LAWRENCE	34.460601	-87.318804
"MOUNDVILLE, AL"	AL	MOUNDVILLE	HALE	32.945918	-87.585254
"MOUNT HOPE, AL"	AL	MOUNT HOPE	LAWRENCE	34.456163	-87.469311
"MOUNT MEIGS, AL"	AL	MOUNT MEIGS	MONTGOMERY	32.3994	-86.1066
"MOUNT OLIVE, AL"	AL	MOUNT OLIVE	JEFFERSON	33.654253	-86.885653
"MOUNT VERNON, AL"	AL	MOUNT VERNON	MOBILE	31.089512	-88.04101
"MULGA, AL"	AL	MULGA	JEFFERSON	33.543002	-87.042694
"MUNFORD, AL"	AL	MUNFORD	TALLADEGA	33.490064	-85.904183
"MUSCADINE, AL"	AL	MUSCADINE	CLEBURNE	33.735075	-85.387887
"MUSCLE SHOALS, AL"	AL	MUSCLE SHOALS	COLBERT	34.768726	-87.626758
"MYRTLEWOOD, AL"	AL	MYRTLEWOOD	MARENGO	32.251526	-87.975356
"NANAFALIA, AL"	AL	NANAFALIA	MARENGO	32.1125	-87.9882
"NATURAL BRIDGE, AL"	AL	NATURAL BRIDGE	WINSTON	34.0936	-87.6019
"NAUVOO, AL"	AL	NAUVOO	WALKER	33.977732	-87.487972
"NEEDHAM, AL"	AL	NEEDHAM	CHOCTAW	31.978512	-88.342086
"NEW BROCKTON, AL"	AL	NEW BROCKTON	COFFEE	31.401556	-85.926825
"NEW CASTLE, AL"	AL	NEW CASTLE	JEFFERSON	33.646974	-86.770807
"NEW HOPE, AL"	AL	NEW HOPE	MADISON	34.55557	-86.403022
"NEW MARKET, AL"	AL	NEW MARKET	MADISON	34.895135	-86.399812
"NEWBERN, AL"	AL	NEWBERN	HALE	32.590418	-87.564084
"NEWTON, AL"	AL	NEWTON	DALE	31.275109	-85.621913
"NEWVILLE, AL"	AL	NEWVILLE	HENRY	31.504582	-85.34007
"NORMAL, AL"	AL	NORMAL	MADISON	34.7869	-86.5719
"NORTHPORT, AL"	AL	NORTHPORT	TUSCALOOSA	33.31466333	-87.57129367
"NOTASULGA, AL"	AL	NOTASULGA	MACON	32.568498	-85.7023
"OAK HILL, AL"	AL	OAK HILL	WILCOX	31.9217	-87.0814
"OAKMAN, AL"	AL	OAKMAN	WALKER	33.661365	-87.335576
"ODENVILLE, AL"	AL	ODENVILLE	SAINT CLAIR	33.672962	-86.397935
"OHATCHEE, AL"	AL	OHATCHEE	CALHOUN	33.778026	-86.029122
"ONEONTA, AL"	AL	ONEONTA	BLOUNT	33.946378	-86.434454
"OPELIKA, AL"	AL	OPELIKA	LEE	32.63292975	-85.37351475
"OPP, AL"	AL	OPP	COVINGTON	31.276788	-86.28336
"ORANGE BEACH, AL"	AL	ORANGE BEACH	BALDWIN	30.28222	-87.56498
"ORRVILLE, AL"	AL	ORRVILLE	DALLAS	32.24971	-87.20397
"OWENS CROSS ROADS, AL"	AL	OWENS CROSS ROADS	MADISON	34.629211	-86.45796
"OXFORD, AL"	AL	OXFORD	CALHOUN	33.57543	-85.849327
"OZARK, AL"	AL	OZARK	DALE	31.456726	-85.642297
"PAINT ROCK, AL"	AL	PAINT ROCK	JACKSON	34.697173	-86.309601
"PALMERDALE, AL"	AL	PALMERDALE	JEFFERSON	33.7306	-86.6495
"PANOLA, AL"	AL	PANOLA	SUMTER	32.92498	-88.258316
"PANSEY, AL"	AL	PANSEY	HOUSTON	31.121957	-85.154714
"PARRISH, AL"	AL	PARRISH	WALKER	33.695224	-87.267032
"PELHAM, AL"	AL	PELHAM	SHELBY	33.309422	-86.764955
"PELL CITY, AL"	AL	PELL CITY	SAINT CLAIR	33.5864255	-86.321346
"PENNINGTON, AL"	AL	PENNINGTON	CHOCTAW	32.231961	-88.025998
"PERDIDO, AL"	AL	PERDIDO	BALDWIN	31.039348	-87.661802
"PERDUE HILL, AL"	AL	PERDUE HILL	MONROE	31.497088	-87.543067
"PEROTE, AL"	AL	PEROTE	BULLOCK	31.936081	-85.705688
"PETERMAN, AL"	AL	PETERMAN	MONROE	31.640671	-87.237945
"PETERSON, AL"	AL	PETERSON	TUSCALOOSA	33.2325	-87.4239
"PETREY, AL"	AL	PETREY	CRENSHAW	31.8489	-86.2079
"PHENIX CITY, AL"	AL	PHENIX CITY	RUSSELL	32.45659767	-85.04540267
"PHIL CAMPBELL, AL"	AL	PHIL CAMPBELL	FRANKLIN	34.367785	-87.738208
"PIEDMONT, AL"	AL	PIEDMONT	CALHOUN	33.913376	-85.594802
"PIKE ROAD, AL"	AL	PIKE ROAD	MONTGOMERY	32.307547	-86.088348
"PINCKARD, AL"	AL	PINCKARD	DALE	31.306947	-85.554549
